ID_Pagamento;ID_Aluno;ID_Plano;Data_Pagamento;Forma_Pagamento;Desconto;Status
113;267;2;2019-07-25;Dinheiro;0.0;Pago
114;437;1;2019-07-25;Dinheiro;0.0;Pago
115;589;2;2019-07-25;Boleto;0.1;Pago
116;44;4;2019-07-26;Cartão;0.0;Pago
117;165;1;2019-07-26;Dinheiro;0.0;Pago
118;228;1;2019-07-26;Dinheiro;0.0;Pago
119;297;1;2019-07-26;Dinheiro;0.0;Pago
120;394;1;2019-07-26;Cartão;0.0;Pago
121;488;3;2019-07-26;Dinheiro;0.0;Pago
122;101;1;2019-07-27;Dinheiro;0.0;Pago
123;191;1;2019-07-27;Boleto;0.1;Pago
124;245;3;2019-07-27;Cartão;0.0;Pago
125;371;4;2019-07-27;Cartão;0.0;Pago
126;519;1;2019-07-27;Cartão;0.0;Pago
127;743;3;2019-07-27;Boleto;0.1;Pago
128;109;1;2019-07-28;Cartão;0.0;Pago
129;152;4;2019-07-28;Cartão;0.0;Pago
130;518;1;2019-07-28;Cartão;0.0;Pago
131;540;3;2019-07-28;Dinheiro;0.0;Pago
132;620;1;2019-07-28;Boleto;0.1;Pago
133;767;1;2019-07-28;Dinheiro;0.0;Pago
134;994;1;2019-07-28;Cartão;0.0;Pago
135;353;4;2019-07-29;Cartão;0.0;Pago
136;428;3;2019-07-29;Dinheiro;0.0;Pago
137;734;4;2019-07-29;Boleto;0.1;Pago
138;774;2;2019-07-29;Boleto;0.1;Pago
139;983;2;2019-07-29;Cartão;0.0;Pago
140;994;1;2019-07-29;Dinheiro;0.0;Pago
141;247;1;2019-07-30;Boleto;0.1;Pago
142;265;1;2019-07-30;Dinheiro;0.0;Pago
143;289;2;2019-07-30;Cartão;0.0;Pago
144;385;4;2019-07-30;Dinheiro;0.0;Pago
145;706;1;2019-07-30;Boleto;0.1;Pago
146;242;1;2019-07-31;Boleto;0.1;Pago
147;585;3;2019-07-31;Dinheiro;0.0;Pago
148;701;1;2019-07-31;Boleto;0.1;Pago
149;717;1;2019-07-31;Boleto;0.1;Pago
150;768;2;2019-07-31;Cartão;0.0;Pago
151;917;1;2019-07-31;Dinheiro;0.0;Em atraso
152;997;2;2019-07-31;Dinheiro;0.0;Pago
153;109;1;2019-08-25;Boleto;0.1;Pago
154;394;1;2019-08-25;Boleto;0.1;Pago
155;551;2;2019-08-25;Boleto;0.1;Pago
156;593;3;2019-08-25;Dinheiro;0.0;Pago
157;620;1;2019-08-25;Cartão;0.0;Pago
158;101;1;2019-08-26;Boleto;0.1;Pago
159;519;1;2019-08-26;Dinheiro;0.0;Pago
160;24;2;2019-08-27;Cartão;0.0;Pago
161;143;3;2019-08-27;Cartão;0.0;Pago
162;560;2;2019-08-27;Cartão;0.0;Pago
163;865;4;2019-08-27;Cartão;0.0;Pago
164;886;1;2019-08-27;Cartão;0.0;Pago
165;131;4;2019-08-28;Cartão;0.0;Pago
166;247;1;2019-08-28;Cartão;0.0;Pago
167;297;1;2019-08-28;Boleto;0.1;Pago
168;700;2;2019-08-28;Boleto;0.1;Pago
169;706;1;2019-08-28;Boleto;0.1;Pago
170;847;2;2019-08-28;Cartão;0.0;Em atraso
171;55;1;2019-08-29;Cartão;0.0;Pago
172;165;1;2019-08-29;Cartão;0.0;Pago
173;222;3;2019-08-29;Cartão;0.0;Pago
174;228;1;2019-08-29;Boleto;0.1;Pago
175;265;1;2019-08-29;Boleto;0.1;Pago
176;437;1;2019-08-29;Dinheiro;0.0;Pago
177;717;1;2019-08-29;Boleto;0.1;Pago
178;721;2;2019-08-29;Boleto;0.1;Pago
179;767;1;2019-08-29;Boleto;0.1;Em atraso
180;827;4;2019-08-29;Dinheiro;0.0;Pago
181;917;1;2019-08-29;Boleto;0.1;Pago
182;70;2;2019-08-30;Dinheiro;0.0;Pago
183;191;1;2019-08-30;Cartão;0.0;Pago
184;242;1;2019-08-30;Dinheiro;0.0;Pago
185;466;3;2019-08-30;Cartão;0.0;Pago
186;487;2;2019-08-30;Boleto;0.1;Pago
187;561;2;2019-08-30;Cartão;0.0;Pago
188;594;2;2019-08-30;Boleto;0.1;Pago
189;804;2;2019-08-30;Boleto;0.1;Pago
190;83;3;2019-08-31;Dinheiro;0.0;Pago
191;301;2;2019-08-31;Dinheiro;0.0;Pago
192;424;4;2019-08-31;Cartão;0.0;Pago
193;426;1;2019-08-31;Boleto;0.1;Pago
194;518;1;2019-08-31;Boleto;0.1;Pago
195;701;1;2019-08-31;Boleto;0.1;Pago
196;860;1;2019-08-31;Boleto;0.1;Pago
197;899;2;2019-08-31;Boleto;0.1;Pago
198;994;1;2019-08-31;Cartão;0.0;Pago
199;666;1;2019-09-25;Cartão;0.0;Pago
200;767;1;2019-09-25;Boleto;0.1;Pago
201;826;2;2019-09-25;Boleto;0.1;Pago
202;101;1;2019-09-26;Cartão;0.0;Pago
203;116;1;2019-09-26;Dinheiro;0.0;Em atraso
204;165;1;2019-09-26;Dinheiro;0.0;Pago
205;242;1;2019-09-26;Boleto;0.1;Pago
206;247;1;2019-09-26;Cartão;0.0;Pago
207;265;1;2019-09-26;Cartão;0.0;Pago
208;280;3;2019-09-26;Dinheiro;0.0;Pago
209;426;1;2019-09-26;Boleto;0.1;Pago
210;437;1;2019-09-26;Dinheiro;0.0;Pago
211;519;1;2019-09-26;Dinheiro;0.0;Pago
212;644;2;2019-09-26;Cartão;0.0;Em atraso
213;706;1;2019-09-26;Boleto;0.1;Pago
214;717;1;2019-09-26;Cartão;0.0;Pago
215;917;1;2019-09-26;Dinheiro;0.0;Pago
216;11;2;2019-09-27;Dinheiro;0.0;Pago
217;17;3;2019-09-27;Cartão;0.0;Pago
218;109;1;2019-09-27;Dinheiro;0.0;Pago
219;191;1;2019-09-27;Boleto;0.1;Pago
220;210;3;2019-09-27;Dinheiro;0.0;Pago
221;446;3;2019-09-27;Boleto;0.1;Pago
222;574;3;2019-09-27;Cartão;0.0;Pago
223;297;1;2019-09-28;Boleto;0.1;Pago
224;394;1;2019-09-28;Dinheiro;0.0;Pago
225;417;2;2019-09-28;Boleto;0.1;Pago
226;518;1;2019-09-28;Cartão;0.0;Pago
227;994;1;2019-09-28;Dinheiro;0.0;Pago
228;50;3;2019-09-29;Cartão;0.0;Pago
229;147;2;2019-09-29;Dinheiro;0.0;Pago
230;620;1;2019-09-29;Cartão;0.0;Pago
231;701;1;2019-09-29;Dinheiro;0.0;Pago
232;776;3;2019-09-29;Cartão;0.0;Pago
233;854;1;2019-09-29;Dinheiro;0.0;Pago
234;860;1;2019-09-29;Cartão;0.0;Pago
235;886;1;2019-09-29;Cartão;0.0;Pago
236;55;1;2019-09-30;Cartão;0.0;Pago
237;224;2;2019-09-30;Boleto;0.1;Pago
238;228;1;2019-09-30;Dinheiro;0.0;Pago
239;911;4;2019-09-30;Dinheiro;0.0;Pago
240;987;1;2019-09-30;Cartão;0.0;Pago
241;55;1;2019-10-25;Dinheiro;0.0;Pago
242;265;1;2019-10-25;Cartão;0.0;Pago
243;289;2;2019-10-25;Boleto;0.1;Pago
244;576;2;2019-10-25;Boleto;0.1;Em atraso
245;835;4;2019-10-25;Dinheiro;0.0;Pago
246;109;1;2019-10-26;Cartão;0.0;Pago
247;116;1;2019-10-26;Dinheiro;0.0;Pago
248;233;3;2019-10-26;Cartão;0.0;Pago
249;267;2;2019-10-26;Cartão;0.0;Pago
250;437;1;2019-10-26;Boleto;0.1;Pago
251;551;2;2019-10-26;Cartão;0.0;Pago
252;620;1;2019-10-26;Boleto;0.1;Pago
253;666;1;2019-10-26;Dinheiro;0.0;Pago
254;701;1;2019-10-26;Cartão;0.0;Pago
255;706;1;2019-10-26;Cartão;0.0;Pago
256;768;2;2019-10-26;Cartão;0.0;Pago
257;774;2;2019-10-26;Dinheiro;0.0;Em atraso
258;899;2;2019-10-26;Cartão;0.0;Pago
259;994;1;2019-10-26;Cartão;0.0;Pago
260;18;1;2019-10-27;Cartão;0.0;Pago
261;55;1;2019-10-27;Boleto;0.1;Pago
262;191;1;2019-10-27;Boleto;0.1;Pago
263;394;1;2019-10-27;Dinheiro;0.0;Pago
264;399;3;2019-10-27;Boleto;0.1;Pago
265;426;1;2019-10-27;Cartão;0.0;Pago
266;518;1;2019-10-27;Boleto;0.1;Pago
267;112;3;2019-10-28;Cartão;0.0;Em atraso
268;172;4;2019-10-28;Dinheiro;0.0;Pago
269;297;1;2019-10-28;Dinheiro;0.0;Pago
270;519;1;2019-10-28;Dinheiro;0.0;Pago
271;717;1;2019-10-28;Dinheiro;0.0;Pago
272;767;1;2019-10-28;Cartão;0.0;Pago
273;886;1;2019-10-28;Cartão;0.0;Pago
274;983;2;2019-10-28;Cartão;0.0;Pago
275;53;2;2019-10-29;Cartão;0.0;Pago
276;287;2;2019-10-29;Boleto;0.1;Pago
277;326;2;2019-10-29;Boleto;0.1;Pago
278;860;1;2019-10-29;Dinheiro;0.0;Pago
279;988;3;2019-10-29;Cartão;0.0;Pago
280;75;3;2019-10-30;Cartão;0.0;Pago
281;101;1;2019-10-30;Cartão;0.0;Pago
282;228;1;2019-10-30;Cartão;0.0;Pago
283;242;1;2019-10-30;Dinheiro;0.0;Pago
284;247;1;2019-10-30;Dinheiro;0.0;Pago
285;345;4;2019-10-30;Dinheiro;0.0;Pago
286;400;3;2019-10-30;Cartão;0.0;Pago
287;589;2;2019-10-30;Cartão;0.0;Pago
288;854;1;2019-10-30;Boleto;0.1;Pago
289;917;1;2019-10-30;Cartão;0.0;Pago
290;987;1;2019-10-30;Cartão;0.0;Em atraso
291;997;2;2019-10-30;Dinheiro;0.0;Pago
292;165;1;2019-10-31;Dinheiro;0.0;Pago
293;18;1;2019-11-25;Boleto;0.1;Pago
294;70;2;2019-11-25;Dinheiro;0.0;Pago
295;265;1;2019-11-25;Cartão;0.0;Pago
296;301;2;2019-11-25;Boleto;0.1;Pago
297;437;1;2019-11-25;Boleto;0.1;Pago
298;487;2;2019-11-25;Boleto;0.1;Pago
299;518;1;2019-11-25;Boleto;0.1;Pago
300;594;2;2019-11-25;Boleto;0.1;Pago
301;637;3;2019-11-25;Dinheiro;0.0;Pago
302;701;1;2019-11-25;Dinheiro;0.0;Pago
303;721;2;2019-11-25;Boleto;0.1;Pago
304;740;3;2019-11-25;Boleto;0.1;Pago
305;886;1;2019-11-25;Cartão;0.0;Pago
306;976;1;2019-11-25;Cartão;0.0;Pago
307;994;1;2019-11-25;Cartão;0.0;Pago
308;101;1;2019-11-26;Dinheiro;0.0;Pago
309;109;1;2019-11-26;Cartão;0.0;Pago
310;426;1;2019-11-26;Cartão;0.0;Pago
311;560;2;2019-11-26;Boleto;0.1;Pago
312;620;1;2019-11-26;Dinheiro;0.0;Pago
313;55;1;2019-11-27;Boleto;0.1;Pago
314;116;1;2019-11-27;Cartão;0.0;Pago
315;165;1;2019-11-27;Boleto;0.1;Pago
316;519;1;2019-11-27;Dinheiro;0.0;Pago
317;760;2;2019-11-27;Dinheiro;0.0;Pago
318;804;2;2019-11-27;Cartão;0.0;Pago
319;90;4;2019-11-28;Dinheiro;0.0;Pago
320;228;1;2019-11-28;Dinheiro;0.0;Pago
321;242;1;2019-11-28;Boleto;0.1;Pago
322;247;1;2019-11-28;Boleto;0.1;Pago
323;383;2;2019-11-28;Boleto;0.1;Pago
324;394;1;2019-11-28;Dinheiro;0.0;Em atraso
325;561;2;2019-11-28;Cartão;0.0;Pago
326;700;2;2019-11-28;Dinheiro;0.0;Pago
327;767;1;2019-11-28;Boleto;0.1;Pago
328;847;2;2019-11-28;Dinheiro;0.0;Pago
329;860;1;2019-11-28;Dinheiro;0.0;Pago
330;917;1;2019-11-28;Dinheiro;0.0;Pago
331;937;3;2019-11-28;Boleto;0.1;Pago
332;981;3;2019-11-28;Cartão;0.0;Em atraso
333;987;1;2019-11-28;Dinheiro;0.0;Pago
334;191;1;2019-11-29;Boleto;0.1;Pago
335;297;1;2019-11-29;Boleto;0.1;Pago
336;666;1;2019-11-29;Boleto;0.1;Pago
337;697;2;2019-11-29;Cartão;0.0;Pago
338;706;1;2019-11-29;Boleto;0.1;Pago
339;854;1;2019-11-29;Dinheiro;0.0;Pago
340;24;2;2019-11-30;Boleto;0.1;Pago
341;717;1;2019-11-30;Cartão;0.0;Pago
342;109;1;2019-12-25;Dinheiro;0.0;Pago
343;121;1;2019-12-25;Cartão;0.0;Pago
344;414;4;2019-12-25;Cartão;0.0;Pago
345;426;1;2019-12-25;Boleto;0.1;Pago
346;536;1;2019-12-25;Dinheiro;0.0;Pago
347;666;1;2019-12-25;Cartão;0.0;Pago
348;706;1;2019-12-25;Boleto;0.1;Pago
349;743;3;2019-12-25;Boleto;0.1;Pago
350;917;1;2019-12-25;Cartão;0.0;Pago
351;994;1;2019-12-25;Dinheiro;0.0;Pago
352;101;1;2019-12-26;Boleto;0.1;Pago
353;147;2;2019-12-26;Cartão;0.0;Pago
354;482;3;2019-12-26;Cartão;0.0;Pago
355;708;2;2019-12-26;Cartão;0.0;Pago
356;767;1;2019-12-26;Dinheiro;0.0;Pago
357;976;1;2019-12-26;Boleto;0.1;Pago
358;987;1;2019-12-26;Dinheiro;0.0;Pago
359;202;4;2019-12-27;Cartão;0.0;Pago
360;224;2;2019-12-27;Cartão;0.0;Pago
361;247;1;2019-12-27;Boleto;0.1;Pago
362;417;2;2019-12-27;Dinheiro;0.0;Pago
363;428;3;2019-12-27;Boleto;0.1;Pago
364;518;1;2019-12-27;Cartão;0.0;Pago
365;644;2;2019-12-27;Dinheiro;0.0;Pago
366;826;2;2019-12-27;Boleto;0.1;Pago
367;165;1;2019-12-28;Cartão;0.0;Pago
368;437;1;2019-12-28;Boleto;0.1;Pago
369;519;1;2019-12-28;Cartão;0.0;Pago
370;555;1;2019-12-28;Boleto;0.1;Pago
371;620;1;2019-12-28;Cartão;0.0;Pago
372;701;1;2019-12-28;Cartão;0.0;Em atraso
373;719;4;2019-12-28;Cartão;0.0;Pago
374;873;3;2019-12-28;Cartão;0.0;Pago
375;885;3;2019-12-28;Cartão;0.0;Pago
376;950;4;2019-12-28;Dinheiro;0.0;Pago
377;121;1;2019-12-29;Cartão;0.0;Pago
378;242;1;2019-12-29;Boleto;0.1;Pago
379;297;1;2019-12-29;Cartão;0.0;Pago
380;394;1;2019-12-29;Dinheiro;0.0;Pago
381;699;3;2019-12-29;Cartão;0.0;Pago
382;854;1;2019-12-29;Cartão;0.0;Pago
383;886;1;2019-12-29;Dinheiro;0.0;Pago
384;944;2;2019-12-29;Boleto;0.1;Pago
385;18;1;2019-12-30;Dinheiro;0.0;Pago
386;39;3;2019-12-30;Boleto;0.1;Pago
387;55;1;2019-12-30;Dinheiro;0.0;Pago
388;191;1;2019-12-30;Cartão;0.0;Pago
389;658;1;2019-12-30;Cartão;0.0;Pago
390;717;1;2019-12-30;Cartão;0.0;Pago
391;860;1;2019-12-30;Boleto;0.1;Pago
392;953;1;2019-12-30;Dinheiro;0.0;Pago
393;11;2;2019-12-31;Boleto;0.1;Pago
394;116;1;2019-12-31;Cartão;0.0;Pago
395;228;1;2019-12-31;Cartão;0.0;Pago
396;245;3;2019-12-31;Dinheiro;0.0;Pago
397;265;1;2019-12-31;Dinheiro;0.0;Pago
398;326;2;2019-12-31;Boleto;0.1;Pago
399;403;3;2019-12-31;Cartão;0.0;Pago
400;559;3;2019-12-31;Cartão;0.0;Pago
401;917;1;2019-12-31;Boleto;0.1;Pago
402;116;1;2020-01-25;Boleto;0.1;Pago
403;297;1;2020-01-25;Cartão;0.0;Pago
404;518;1;2020-01-25;Dinheiro;0.0;Pago
405;579;1;2020-01-25;Dinheiro;0.0;Pago
406;666;1;2020-01-25;Cartão;0.0;Pago
407;706;1;2020-01-25;Cartão;0.0;Pago
408;737;2;2020-01-25;Cartão;0.0;Pago
409;951;2;2020-01-25;Dinheiro;0.0;Pago
410;953;1;2020-01-25;Dinheiro;0.0;Pago
411;976;1;2020-01-25;Dinheiro;0.0;Pago
412;132;4;2020-01-26;Dinheiro;0.0;Pago
413;191;1;2020-01-26;Boleto;0.1;Pago
414;198;3;2020-01-26;Dinheiro;0.0;Pago
415;228;1;2020-01-26;Cartão;0.0;Pago
416;289;2;2020-01-26;Cartão;0.0;Pago
417;317;2;2020-01-26;Dinheiro;0.0;Pago
418;536;1;2020-01-26;Cartão;0.0;Pago
419;666;1;2020-01-26;Boleto;0.1;Pago
420;809;4;2020-01-26;Dinheiro;0.0;Pago
421;917;1;2020-01-26;Dinheiro;0.0;Pago
422;242;1;2020-01-27;Cartão;0.0;Pago
423;247;1;2020-01-27;Cartão;0.0;Pago
424;265;1;2020-01-27;Dinheiro;0.0;Pago
425;383;2;2020-01-27;Cartão;0.0;Pago
426;437;1;2020-01-27;Boleto;0.1;Pago
427;519;1;2020-01-27;Dinheiro;0.0;Pago
428;701;1;2020-01-27;Cartão;0.0;Pago
429;750;4;2020-01-27;Boleto;0.1;Pago
430;768;2;2020-01-27;Cartão;0.0;Pago
431;998;4;2020-01-27;Dinheiro;0.0;Pago
432;55;1;2020-01-28;Dinheiro;0.0;Pago
433;116;1;2020-01-28;Cartão;0.0;Pago
434;143;3;2020-01-28;Dinheiro;0.0;Pago
435;234;4;2020-01-28;Boleto;0.1;Pago
436;287;2;2020-01-28;Boleto;0.1;Pago
437;426;1;2020-01-28;Boleto;0.1;Pago
438;468;4;2020-01-28;Cartão;0.0;Pago
439;488;3;2020-01-28;Cartão;0.0;Pago
440;540;3;2020-01-28;Boleto;0.1;Pago
441;551;2;2020-01-28;Boleto;0.1;Pago
442;585;3;2020-01-28;Dinheiro;0.0;Pago
443;774;2;2020-01-28;Boleto;0.1;Pago
444;802;4;2020-01-28;Cartão;0.0;Pago
445;854;1;2020-01-28;Cartão;0.0;Pago
446;886;1;2020-01-28;Dinheiro;0.0;Pago
447;983;2;2020-01-28;Cartão;0.0;Pago
448;997;2;2020-01-28;Dinheiro;0.0;Pago
449;18;1;2020-01-29;Cartão;0.0;Pago
450;53;2;2020-01-29;Dinheiro;0.0;Pago
451;165;1;2020-01-29;Dinheiro;0.0;Pago
452;466;3;2020-01-29;Cartão;0.0;Pago
453;589;2;2020-01-29;Cartão;0.0;Pago
454;620;1;2020-01-29;Boleto;0.1;Pago
455;658;1;2020-01-29;Dinheiro;0.0;Pago
456;732;3;2020-01-29;Dinheiro;0.0;Pago
457;767;1;2020-01-29;Cartão;0.0;Pago
458;860;1;2020-01-29;Cartão;0.0;Pago
459;77;2;2020-01-30;Boleto;0.1;Pago
460;101;1;2020-01-30;Dinheiro;0.0;Pago
461;109;1;2020-01-30;Dinheiro;0.0;Pago
462;267;2;2020-01-30;Boleto;0.1;Pago
463;555;1;2020-01-30;Cartão;0.0;Pago
464;594;2;2020-01-30;Cartão;0.0;Pago
465;971;4;2020-01-30;Dinheiro;0.0;Pago
466;994;1;2020-01-30;Cartão;0.0;Pago
467;121;1;2020-01-31;Cartão;0.0;Pago
468;394;1;2020-01-31;Dinheiro;0.0;Pago
469;576;2;2020-01-31;Dinheiro;0.0;Pago
470;717;1;2020-01-31;Dinheiro;0.0;Pago
471;757;2;2020-01-31;Boleto;0.1;Pago
472;860;1;2020-01-31;Cartão;0.0;Pago
473;899;2;2020-01-31;Cartão;0.0;Pago
474;987;1;2020-01-31;Cartão;0.0;Pago
475;70;2;2020-02-25;Dinheiro;0.0;Pago
476;223;4;2020-02-25;Dinheiro;0.0;Pago
477;265;1;2020-02-25;Dinheiro;0.0;Pago
478;368;1;2020-02-25;Dinheiro;0.0;Em atraso
479;437;1;2020-02-25;Cartão;0.0;Pago
480;518;1;2020-02-25;Dinheiro;0.0;Em atraso
481;593;3;2020-02-25;Dinheiro;0.0;Pago
482;657;1;2020-02-25;Dinheiro;0.0;Pago
483;886;1;2020-02-25;Cartão;0.0;Pago
484;921;1;2020-02-25;Dinheiro;0.0;Pago
485;976;1;2020-02-25;Dinheiro;0.0;Pago
486;987;1;2020-02-25;Dinheiro;0.0;Pago
487;18;1;2020-02-26;Boleto;0.1;Pago
488;121;1;2020-02-26;Boleto;0.1;Pago
489;222;3;2020-02-26;Boleto;0.1;Pago
490;242;1;2020-02-26;Boleto;0.1;Pago
491;343;3;2020-02-26;Dinheiro;0.0;Pago
492;394;1;2020-02-26;Boleto;0.1;Pago
493;426;1;2020-02-26;Cartão;0.0;Pago
494;555;1;2020-02-26;Cartão;0.0;Pago
495;560;2;2020-02-26;Dinheiro;0.0;Pago
496;570;4;2020-02-26;Boleto;0.1;Em atraso
497;701;1;2020-02-26;Cartão;0.0;Pago
498;767;1;2020-02-26;Dinheiro;0.0;Pago
499;804;2;2020-02-26;Dinheiro;0.0;Pago
500;841;3;2020-02-26;Dinheiro;0.0;Pago
501;864;4;2020-02-26;Dinheiro;0.0;Pago
502;953;1;2020-02-26;Boleto;0.1;Pago
503;20;4;2020-02-27;Boleto;0.1;Pago
504;24;2;2020-02-27;Cartão;0.0;Pago
505;109;1;2020-02-27;Cartão;0.0;Pago
506;165;1;2020-02-27;Dinheiro;0.0;Pago
507;228;1;2020-02-27;Boleto;0.1;Pago
508;297;1;2020-02-27;Cartão;0.0;Pago
509;301;2;2020-02-27;Cartão;0.0;Pago
510;478;4;2020-02-27;Boleto;0.1;Em atraso
511;536;1;2020-02-27;Dinheiro;0.0;Pago
512;579;1;2020-02-27;Cartão;0.0;Pago
513;633;4;2020-02-27;Boleto;0.1;Pago
514;647;3;2020-02-27;Dinheiro;0.0;Pago
515;917;1;2020-02-27;Cartão;0.0;Pago
516;55;1;2020-02-28;Cartão;0.0;Pago
517;101;1;2020-02-28;Boleto;0.1;Pago
518;192;1;2020-02-28;Cartão;0.0;Pago
519;210;3;2020-02-28;Cartão;0.0;Pago
